,id,Tanggal_Order,Waktu_Pesan,Nama_Pemesan,No_Resi,Produk,Kategori,Jumlah_Pesanan,Harga,Diskon,Total_Harga,Profit,Kota_Pengiriman - Media Pemesanan,Admin_Proses,Ekspedisi,Rating
374,375,2018/03/01,20:02:32,Rudyard Goodier,65841-686,T-Shirt,,20.0,,18.0,,,,Rizal,JNE,1.0
375,376,2018/03/27,2:09:06,Ludovico Stickel,52125-515,T-Shirt,,6.0,,,,,Bali - Whatsapp,Nami,POS Indonesia,5.0
376,377,2018/03/08,21:04:16,Mackenzie Cuniam,49349-842,Parka Jackets,,10.0,,,,,Jakarta - Shopee,Wanokuni,JNE,1.0
377,378,2018/03/29,0:50:13,Elyse Squibe,0363-0901,Oversized T-Shirt,,17.0,,,,,Yogyakarta - Shopee,Abraham,,4.0
378,379,2018/03/02,18:05:47,Kenyon Nunes Nabarro,26637-711,Topi,,18.0,,,,,,Jeff,JNE,1.0
379,380,2018/03/02,23:02:58,Gan Castagne,36800-345,Cargo Pants,,11.0,,32.0,,,Bogor - FB Marketplace,Mark,Shopee Express,2.0
380,381,2018/03/18,0:42:48,Drona Keates,68400-115,Topi,,16.0,,18.0,,,Tangerang - FB Marketplace,Wanokuni,JNT,1.0
381,382,2018/03/06,3:22:54,Elbertine Romanski,12462-201,Cargo Pants,,21.0,,,,,Semarang - Website,Mark,Tiki,4.0
382,383,2018/03/18,21:20:53,Wright Saffle,54575-476,Mug,,19.0,,18.0,,,Yogyakarta - Whatsapp,Rizal,POS Indonesia,3.0
383,384,2018/03/21,4:09:01,Guy Ownsworth,63323-269,Oversized T-Shirt,,12.0,,33.0,,,Bogor - Tokopedia,Rizal,Tiki,2.0
384,385,2018/03/06,13:29:37,Linnet Gullivan,51346-218,Topi,,13.0,,,,,Semarang - Lazada,Rizal,POS Indonesia,4.0
385,386,2018/03/29,16:01:22,Lexie Marple,11822-0461,Oversized T-Shirt,,4.0,,8.0,,,Tangerang - Tokopedia,Wanokuni,Tiki,3.0
386,387,2018/03/30,22:10:06,Siobhan Boyet,21749-143,,,10.0,,10.0,,,Depok - Tokopedia,Abraham,Wahana,
387,388,2018/03/04,22:50:21,Johanna Nann,54569-1889,,,14.0,,,,,Bogor - Tiktok,Wanokuni,Shopee Express,4.0
388,389,2018/03/05,1:19:10,Aldis Laurant,0363-0190,T-Shirt,,25.0,,21.0,,,Semarang - Whatsapp,Jeff,,4.0
389,390,2018/03/14,20:43:33,Windy Barbosa,35356-049,T-Shirt,,24.0,,34.0,,,Semarang - FB Marketplace,Rizal,Tiki,2.0
390,391,2018/03/04,1:42:22,Nesta Excell,49288-0898,Parka Jackets,,4.0,,,,,Semarang - Tokopedia,Elon,Shopee Express,2.0
391,392,2018/03/25,10:47:49,Biddy Reinhardt,10742-8080,Sweater,,15.0,,,,,Semarang - FB Marketplace,Abraham,Wahana,2.0
392,393,2018/03/19,9:40:25,Marion Lenihan,60232-2286,Oversized T-Shirt,,1.0,,30.0,,,Bali - Shopee,Mark,Shopee Express,3.0
393,394,2018/03/17,13:12:11,Tilly Siuda,0904-1057,Topi,,6.0,,,,,Depok - Tiktok,Abraham,Shopee Express,4.0
394,395,2018/03/23,21:59:09,Arch Giorgielli,21695-191,Parka Jackets,,23.0,,,,,Semarang - Tiktok,Elon,Tiki,3.0
395,396,2018/03/13,11:35:17,Gan Castagne,0703-4766,Oversized T-Shirt,,23.0,,7.0,,,Yogyakarta - Instagram,Wanokuni,Shopee Express,3.0
396,397,2018/03/26,13:25:25,Randolf Clague,62296-0025,Parka Jackets,,23.0,,30.0,,,Tangerang - Whatsapp,Nami,Tiki,5.0
397,398,2018/03/30,13:38:52,Vernen Tal,54569-4587,T-Shirt,,20.0,,,,,Depok - Instagram,Abraham,POS Indonesia,1.0
398,399,2018/03/28,12:57:16,Darill Oxnam,36987-2889,T-Shirt,,18.0,,,,,Semarang - Website,Rizal,SiCepat,
399,400,2018/03/28,0:41:10,Joannes Devons,21695-309,Sweater,,14.0,,,,,Jakarta - Tiktok,Wanokuni,,2.0
400,401,2018/03/15,10:16:58,Lanni Upson,11673-914,T-Shirt,,22.0,,22.0,,,Bogor - Tiktok,Wanokuni,Shopee Express,2.0
401,402,2018/03/19,19:50:02,Simonne Matuska,68180-336,Parka Jackets,,7.0,,6.0,,,Tangerang - Website,Abraham,Wahana,5.0
402,403,2018/03/20,14:44:31,Elroy Cronshaw,36987-2423,Oversized T-Shirt,,20.0,,,,,Bogor - Website,Rizal,POS Indonesia,5.0
403,404,2018/03/11,15:09:24,Danny Gabel,48951-4105,Parka Jackets,,3.0,,19.0,,,Bogor - FB Marketplace,Nami,POS Indonesia,3.0
404,405,2018/03/20,19:23:18,Salomo McKean,0113-0657,T-Shirt,,17.0,,,,,Jakarta - Website,Jeff,SiCepat,4.0
405,406,2018/03/18,19:02:58,Lek Benet,0054-8176,T-Shirt,,9.0,,,,,Tangerang - FB Marketplace,Abraham,POS Indonesia,5.0
406,407,2018/03/22,14:02:16,Cal Goretti,37808-352,Oversized T-Shirt,,5.0,,,,,Yogyakarta - Tokopedia,Abraham,JNE,4.0
407,408,2018/03/02,16:56:58,Jennine Sandhill,54838-116,T-Shirt,,16.0,,34.0,,,Yogyakarta - Shopee,Wanokuni,JNT,1.0
408,409,2018/03/16,14:59:02,Nefen Cowderoy,0781-5313,Cargo Pants,,1.0,,,,,Bandung - Website,Elon,Tiki,2.0
409,410,2018/03/09,11:57:02,Lindsey Ramard,49967-595,T-Shirt,,16.0,,,,,Bandung - Website,Wanokuni,JNE,2.0
410,411,2018/03/29,9:50:06,Ketty Letterick,75921-648,,,24.0,,12.0,,,Yogyakarta - Whatsapp,Nami,,1.0
411,412,2018/03/27,2:41:43,Tracey Haskew,58443-0016,Cargo Pants,,,,,,,Tangerang - Website,Nami,JNE,1.0
412,413,2018/03/09,18:57:27,Jessalin Chawner,52544-156,,,7.0,,,,,Semarang - Tokopedia,Rizal,Tiki,3.0
413,414,2018/03/18,15:57:26,Cornell Macak,28107-010,Parka Jackets,,10.0,,,,,Semarang - Lazada,Nami,Tiki,2.0
414,415,2018/03/16,21:10:12,Kakalina Bassano,11673-302,T-Shirt,,16.0,,31.0,,,,Rizal,Wahana,2.0
415,416,2018/03/09,17:23:27,Dore Ferber,60289-050,,,8.0,,,,,Semarang - FB Marketplace,Jeff,Tiki,1.0
416,417,2018/03/06,13:16:45,Bunny Crepel,0781-5347,Parka Jackets,,15.0,,26.0,,,Depok - Whatsapp,Nami,SiCepat,2.0
417,418,2018/03/05,7:46:02,Brewster Marousek,63717-895,Sweater,,20.0,,,,,Depok - Tiktok,Abraham,Tiki,4.0
418,419,2018/03/04,2:16:51,Alonso Atherley,0409-4272,Mug,,19.0,,,,,Tangerang - FB Marketplace,Rizal,POS Indonesia,3.0
419,420,2018/03/24,22:32:43,Chen Phillips,36987-2446,Parka Jackets,,5.0,,,,,Bali - Website,Elon,JNE,1.0
420,421,2018/03/30,21:38:28,Asher Crumly,63824-351,Parka Jackets,,12.0,,,,,Yogyakarta - FB Marketplace,Jeff,JNE,3.0
421,422,2018/03/05,15:24:45,Terrance Driffe,48951-6027,T-Shirt,,2.0,,,,,Jakarta - FB Marketplace,Nami,JNT,2.0
422,423,2018/03/01,14:17:12,Gertrud Harget,58980-452,,,20.0,,15.0,,,Depok - Tokopedia,Abraham,JNE,2.0
423,424,2018/03/09,19:28:52,Marena Duchart,68084-018,Parka Jackets,,20.0,,,,,Depok - Website,Elon,Shopee Express,
424,425,2018/03/28,14:29:09,Xever Dionisi,42248-107,Mug,,5.0,,18.0,,,Yogyakarta - Shopee,Elon,JNE,1.0
425,426,2018/03/30,22:46:53,Zollie Dawbury,0536-4306,T-Shirt,,24.0,,,,,Bogor - Lazada,Wanokuni,JNT,
426,427,2018/03/03,4:46:40,Prudy Ollington,41167-4121,Oversized T-Shirt,,23.0,,27.0,,,Bogor - FB Marketplace,Nami,SiCepat,4.0
427,428,2018/03/12,19:09:54,Rollie Lippatt,50268-485,Cargo Pants,,11.0,,29.0,,,Bali - Instagram,Wanokuni,JNT,
428,429,2018/03/09,5:32:27,Hewitt Swainson,43353-215,Mug,,2.0,,,,,Bali - Instagram,Elon,Wahana,
429,430,2018/03/15,10:12:43,Jacquette Crick,55910-913,Oversized T-Shirt,,14.0,,,,,Bandung - Instagram,Nami,SiCepat,5.0
430,431,2018/03/20,16:25:00,Arlina Penright,0378-5200,T-Shirt,,15.0,,34.0,,,Semarang - Tokopedia,Abraham,,3.0
431,432,2018/03/17,4:41:40,Ally Coslett,0372-0006,Topi,,13.0,,15.0,,,,Wanokuni,JNT,3.0
432,433,2018/03/25,15:52:29,Wood McCarty,36987-1247,Mug,,8.0,,23.0,,,Bogor - Instagram,Rizal,JNE,3.0
433,434,2018/03/30,14:53:06,Donavon Didball,53077-2001,Oversized T-Shirt,,23.0,,33.0,,,Depok - FB Marketplace,Elon,SiCepat,2.0
434,435,2018/03/21,5:56:33,Tess Heads,52125-398,Mug,,7.0,,,,,Bandung - Shopee,Elon,Wahana,2.0
435,436,2018/03/19,1:14:29,Moira Duckit,59676-101,Parka Jackets,,16.0,,33.0,,,Bandung - Whatsapp,Jeff,Shopee Express,2.0
436,437,2018/03/10,20:01:10,Cornell Macak,16729-140,T-Shirt,,20.0,,35.0,,,Tangerang - Tokopedia,Elon,Tiki,4.0
437,438,2018/03/28,3:24:50,Trefor Pumphrey,0615-1359,Mug,,15.0,,,,,,Nami,SiCepat,5.0
438,439,2018/03/10,5:35:53,Dion Sandever,49158-503,Topi,,20.0,,,,,Semarang - Website,Abraham,JNT,3.0
439,440,2018/03/15,18:40:52,Marcia Ferentz,55504-0050,Sweater,,5.0,,,,,Bogor - Tiktok,Nami,POS Indonesia,3.0
440,441,2018/03/29,22:53:26,Ulberto Schinetti,49288-0075,Oversized T-Shirt,,4.0,,6.0,,,Jakarta - FB Marketplace,Wanokuni,SiCepat,2.0
441,442,2018/03/18,5:47:19,Dollie Bernt,36987-1711,T-Shirt,,1.0,,,,,Depok - Instagram,Elon,SiCepat,1.0
442,443,2018/03/10,19:15:51,Nollie Isenor,51991-294,Parka Jackets,,15.0,,34.0,,,Depok - Website,Elon,JNT,1.0
443,444,2018/03/09,21:25:12,Etan Rand,36987-2718,T-Shirt,,4.0,,25.0,,,Bogor - Website,Abraham,JNT,3.0
444,445,2018/03/04,20:11:31,Denny Tunnacliffe,49349-501,Topi,,10.0,,,,,Depok - Shopee,Nami,POS Indonesia,3.0
445,446,2018/03/08,21:53:31,Charla Canas,68084-400,T-Shirt,,12.0,,,,,Bali - Shopee,Wanokuni,Shopee Express,
446,447,2018/03/30,16:07:52,Dollie Bernt,16103-377,Oversized T-Shirt,,13.0,,,,,Depok - Shopee,Mark,SiCepat,
447,448,2018/03/24,4:00:10,Danny Gabel,51672-4065,Oversized T-Shirt,,25.0,,,,,Depok - Lazada,Rizal,JNT,5.0
448,449,2018/03/22,4:30:24,Emelia Eberle,41250-603,T-Shirt,,19.0,,8.0,,,Bali - Tiktok,Abraham,JNE,1.0
449,450,2018/03/16,17:13:47,Elke Riquet,48951-5053,Oversized T-Shirt,,23.0,,,,,Semarang - Tiktok,Rizal,JNE,3.0
450,451,2018/03/11,19:57:58,Abdul Clorley,41250-139,Mug,,,,,,,Bandung - Whatsapp,Rizal,SiCepat,
451,452,2018/03/12,23:57:39,Hesther Okker,0143-3188,Oversized T-Shirt,,18.0,,,,,Bandung - Tokopedia,Rizal,Tiki,4.0
452,453,2018/03/25,13:10:48,Halette Paxforde,49288-0418,T-Shirt,,9.0,,,,,,Rizal,Shopee Express,2.0
453,454,2018/03/08,3:41:09,Orelle Mably,43419-026,Parka Jackets,,6.0,,,,,Bali - FB Marketplace,Wanokuni,POS Indonesia,2.0
454,455,2018/03/25,4:24:40,Boone Zanuciolii,57520-1046,T-Shirt,,19.0,,31.0,,,Depok - Lazada,Rizal,POS Indonesia,3.0
455,456,2018/03/22,10:37:49,Holly Fosdick,0338-0013,T-Shirt,,19.0,,,,,,Nami,POS Indonesia,4.0
456,457,2018/03/03,8:58:30,Vonni Pavese,60429-164,Parka Jackets,,11.0,,,,,Bogor - Tiktok,Jeff,Tiki,3.0
457,458,2018/03/20,12:16:41,Marla Buncombe,0378-5550,Oversized T-Shirt,,17.0,,13.0,,,,Rizal,JNE,
458,459,2018/03/24,23:36:46,Sara-ann Garey,61919-220,Sweater,,14.0,,,,,Bandung - Website,Wanokuni,JNT,2.0
459,460,2018/03/10,16:20:55,Eduino Moxted,52959-890,Cargo Pants,,11.0,,7.0,,,Yogyakarta - Lazada,Abraham,Wahana,3.0
460,461,2018/03/26,11:50:11,Buddy Cronchey,50228-112,,,11.0,,,,,Bali - Shopee,Mark,JNE,4.0
461,462,2018/03/06,12:03:14,Caye Farnall,60429-101,Oversized T-Shirt,,24.0,,,,,Yogyakarta - Tiktok,Wanokuni,Wahana,3.0
462,463,2018/03/26,22:51:27,Dollie Bernt,64038-059,Mug,,25.0,,9.0,,,Yogyakarta - Website,Abraham,Shopee Express,5.0
463,464,2018/03/25,4:24:06,Ari Heditch,0185-0102,Mug,,13.0,,35.0,,,Bali - Lazada,Nami,JNT,3.0
464,465,2018/03/25,2:48:18,Rees Fattori,51079-210,Sweater,,18.0,,,,,Tangerang - Shopee,Mark,Wahana,4.0
465,466,2018/03/29,2:22:10,Beverly Jaffrey,10345-027,Sweater,,17.0,,,,,Yogyakarta - Instagram,Jeff,Wahana,3.0
466,467,2018/03/24,18:25:43,Maxine Poolton,49288-0592,Sweater,,23.0,,,,,Bandung - Tiktok,Jeff,POS Indonesia,3.0
467,468,2018/03/22,22:52:32,Charmane Lickess,51655-950,T-Shirt,,6.0,,,,,Bali - Whatsapp,Wanokuni,JNE,
468,469,2018/03/30,5:01:12,Rosie Mirrlees,59535-1901,Topi,,22.0,,,,,Bogor - Tiktok,Rizal,JNE,5.0
469,470,2018/03/30,15:04:10,Larisa Island,68308-505,Oversized T-Shirt,,9.0,,,,,Bandung - Tiktok,Abraham,,3.0
470,471,2018/03/27,15:26:46,Flem MacDuffie,57520-0383,Parka Jackets,,23.0,,,,,Depok - Tiktok,Mark,Tiki,5.0
471,472,2018/03/19,2:26:29,Tyrus Dunbleton,63739-805,T-Shirt,,5.0,,17.0,,,Depok - Lazada,Rizal,JNE,1.0
472,473,2018/03/05,22:39:08,Nannette Drew,47593-416,Topi,,11.0,,,,,Yogyakarta - Lazada,Jeff,JNT,2.0
473,474,2018/03/19,1:45:48,Teodoor Thorington,21695-277,T-Shirt,,21.0,,5.0,,,Yogyakarta - FB Marketplace,Nami,Shopee Express,2.0
474,475,2018/03/22,7:04:47,Tamma Ettridge,62296-0026,Topi,,12.0,,27.0,,,Depok - Instagram,Mark,JNT,2.0
475,476,2018/03/29,1:43:09,Claudette Handes,62839-2734,T-Shirt,,6.0,,,,,Yogyakarta - Whatsapp,Nami,Wahana,5.0
476,477,2018/03/15,1:33:15,Kris Masters,46122-174,Cargo Pants,,1.0,,16.0,,,Bali - Tokopedia,Wanokuni,Wahana,1.0
477,478,2018/03/23,7:00:09,Elroy Cronshaw,49999-480,Oversized T-Shirt,,1.0,,27.0,,,Bandung - Whatsapp,Elon,Shopee Express,1.0
478,479,2018/03/01,8:45:35,Selene Pennacci,76237-243,Oversized T-Shirt,,25.0,,,,,Bali - Website,Rizal,SiCepat,3.0
479,480,2018/03/01,1:52:57,Maximo Dytham,16590-320,Parka Jackets,,18.0,,,,,Bali - Lazada,Nami,,3.0
480,481,2018/03/17,1:23:43,Grete Probyn,52682-022,Oversized T-Shirt,,17.0,,14.0,,,Semarang - Tiktok,Wanokuni,Tiki,3.0
481,482,2018/03/16,10:51:12,Kaleena Ziehm,48951-2017,T-Shirt,,21.0,,13.0,,,Yogyakarta - Instagram,Nami,Shopee Express,
482,483,2018/03/19,23:32:22,Martino Matterface,53045-205,Mug,,12.0,,8.0,,,Bali - Lazada,Jeff,,3.0
483,484,2018/03/25,10:28:02,Boone Zanuciolii,60760-542,Mug,,25.0,,,,,Semarang - Website,Mark,JNE,5.0
484,485,2018/03/03,17:02:19,Rad Allsopp,49288-0181,T-Shirt,,22.0,,9.0,,,Semarang - FB Marketplace,Rizal,JNE,2.0
485,486,2018/03/21,9:29:22,Lena McCulloch,52544-552,T-Shirt,,22.0,,,,,Bogor - Website,Abraham,Tiki,2.0
486,487,2018/03/08,22:57:17,Tabby Dockree,0469-6501,Oversized T-Shirt,,13.0,,33.0,,,Semarang - Tokopedia,Wanokuni,POS Indonesia,3.0
487,488,2018/03/21,16:02:40,Jermaine Cloy,54973-7521,,,5.0,,,,,Jakarta - Whatsapp,Mark,SiCepat,
488,489,2018/03/21,20:14:37,Vonnie Jendrys,47593-169,Oversized T-Shirt,,3.0,,,,,Bandung - Lazada,Jeff,Tiki,2.0
489,490,2018/03/11,6:55:57,Elmira Fullager,10572-147,Oversized T-Shirt,,1.0,,33.0,,,Bogor - Website,Mark,Tiki,3.0
490,491,2018/03/11,13:24:12,Marigold Laxon,46084-111,Sweater,,18.0,,,,,Bogor - Lazada,Wanokuni,Wahana,1.0
491,492,2018/03/18,9:47:42,Thayne Haith,43345-002,Parka Jackets,,25.0,,24.0,,,Bogor - Shopee,Jeff,,3.0
492,493,2018/03/26,9:44:05,Erwin Morratt,0517-0955,Cargo Pants,,17.0,,,,,Bogor - Shopee,Wanokuni,Wahana,4.0
493,494,2018/03/19,14:56:34,Flory Humm,51393-6657,Mug,,25.0,,30.0,,,Semarang - Tokopedia,Mark,POS Indonesia,2.0
494,495,2018/03/20,1:20:25,Heida Frenchum,0597-0138,T-Shirt,,9.0,,,,,Yogyakarta - Whatsapp,Mark,POS Indonesia,2.0
495,496,2018/03/04,11:12:36,Dougy Mathissen,0378-7350,Sweater,,3.0,,33.0,,,Bali - Tokopedia,Jeff,,2.0
496,497,2018/03/10,18:05:39,Gary Matthai,68788-9070,Oversized T-Shirt,,18.0,,25.0,,,Bali - FB Marketplace,Abraham,Tiki,4.0
497,498,2018/03/05,23:26:47,Irvine Abramov,59762-1530,T-Shirt,,8.0,,,,,Depok - Tiktok,Rizal,Tiki,5.0
498,499,2018/03/29,9:04:34,Tracey Haskew,66992-399,Mug,,3.0,,18.0,,,Jakarta - Website,Jeff,Tiki,3.0
499,500,2018/03/16,10:17:29,Orelee Noot,24488-040,T-Shirt,,5.0,,8.0,,,Depok - Whatsapp,Rizal,Shopee Express,3.0
500,501,2018/03/14,18:38:13,Cissy Jarry,76436-135,T-Shirt,,6.0,,,,,,Wanokuni,JNT,3.0
501,502,2018/03/17,4:19:58,Claudette Handes,42291-670,Mug,,4.0,,19.0,,,,Elon,Wahana,1.0
502,503,2018/03/04,23:04:41,Cello Langforth,0023-0106,Mug,,22.0,,34.0,,,Jakarta - Website,Rizal,POS Indonesia,1.0
503,504,2018/03/01,18:08:18,Syd O'Duilleain,21695-972,Mug,,18.0,,,,,Yogyakarta - Website,Mark,Shopee Express,3.0
504,505,2018/03/24,3:57:43,Marcelia Sewley,36987-1901,Cargo Pants,,,,24.0,,,Jakarta - Whatsapp,Mark,POS Indonesia,1.0
505,506,2018/03/09,5:52:05,Thorvald Rawstron,36987-3434,Oversized T-Shirt,,23.0,,,,,Depok - Website,Abraham,Shopee Express,3.0
506,507,2018/03/27,8:46:00,Ricoriki Lansly,35356-991,Oversized T-Shirt,,5.0,,,,,Semarang - Lazada,Nami,JNT,2.0
507,508,2018/03/15,4:52:31,Brose Thandi,52959-705,Cargo Pants,,24.0,,,,,Semarang - Lazada,Elon,Wahana,1.0
508,509,2018/03/28,10:39:55,Tandie Colston,55154-4624,Mug,,,,28.0,,,Bali - Website,Jeff,JNE,4.0
509,510,2018/03/07,5:34:53,Giselle Girtin,0378-0477,Sweater,,5.0,,,,,Jakarta - Tiktok,Nami,Wahana,4.0
510,511,2018/03/21,4:34:16,Mata Craster,0904-1315,Oversized T-Shirt,,4.0,,,,,Bandung - Instagram,Mark,Tiki,2.0
511,512,2018/03/13,18:24:27,Bear Brayfield,68152-108,T-Shirt,,1.0,,,,,Semarang - Lazada,Abraham,Wahana,4.0
512,513,2018/03/15,1:53:53,Hyatt Grob,0904-0430,T-Shirt,,1.0,,29.0,,,Jakarta - Lazada,Wanokuni,SiCepat,4.0
513,514,2018/03/03,6:39:38,Seymour Maciejewski,36800-458,Parka Jackets,,16.0,,35.0,,,Bandung - Whatsapp,Abraham,JNT,2.0
514,515,2018/03/10,23:55:24,Othelia Yerbury,68462-556,T-Shirt,,15.0,,8.0,,,Tangerang - Website,Elon,JNE,1.0
515,516,2018/03/20,4:51:41,Mariam McKim,68788-9910,Parka Jackets,,4.0,,23.0,,,Bandung - Instagram,Abraham,JNT,5.0
516,517,2018/03/30,21:07:25,Harriet Boykett,11410-605,Topi,,9.0,,,,,Depok - Shopee,Elon,SiCepat,2.0
517,518,2018/03/09,11:08:11,Culley Forrestill,0173-0719,Oversized T-Shirt,,2.0,,,,,Bandung - Shopee,Rizal,,5.0
518,519,2018/03/20,14:48:50,Waly Snowman,46122-177,Oversized T-Shirt,,17.0,,,,,Semarang - Shopee,Mark,Shopee Express,4.0
519,520,2018/03/26,13:54:04,Douglas Hurling,49738-372,Oversized T-Shirt,,6.0,,16.0,,,Bogor - Instagram,Mark,Shopee Express,5.0
520,521,2018/03/26,0:49:05,Karie Coupe,68084-230,Parka Jackets,,10.0,,,,,Semarang - Lazada,Rizal,Shopee Express,3.0
521,522,2018/03/03,12:23:40,Netta Stirrip,57520-0966,Parka Jackets,,24.0,,22.0,,,Depok - Instagram,Jeff,,2.0
522,523,2018/03/04,22:13:29,Hyatt Grob,0179-8325,Sweater,,25.0,,18.0,,,Bogor - FB Marketplace,Mark,SiCepat,5.0
523,524,2018/03/02,16:39:51,Karie Coupe,63940-541,T-Shirt,,5.0,,,,,Yogyakarta - FB Marketplace,Jeff,SiCepat,2.0
524,525,2018/03/04,12:40:13,Farah Murley,69031-002,Mug,,7.0,,8.0,,,Bogor - Instagram,Rizal,JNE,4.0
525,526,2018/03/27,12:37:36,Simonette Spire,54868-5882,Oversized T-Shirt,,10.0,,18.0,,,Depok - Whatsapp,Rizal,Wahana,5.0
526,527,2018/03/12,14:07:49,Matti Kneale,52533-120,Topi,,4.0,,,,,Bandung - Whatsapp,Elon,Tiki,2.0
527,528,2018/03/26,14:35:03,Shanie Persian,62011-0112,T-Shirt,,19.0,,,,,Tangerang - FB Marketplace,Mark,POS Indonesia,2.0
528,529,2018/03/15,11:21:27,Benjy Easen,68391-458,T-Shirt,,12.0,,,,,Bogor - Tokopedia,Rizal,Shopee Express,5.0
529,530,2018/03/30,0:57:34,Giselle Yedy,61357-149,Topi,,22.0,,,,,Bogor - Tiktok,Elon,POS Indonesia,3.0
530,531,2018/03/11,14:56:24,Shandie Halshaw,52125-569,Cargo Pants,,22.0,,,,,Depok - Tiktok,Nami,Wahana,
531,532,2018/03/23,0:37:01,Hyatt Grob,65841-538,Topi,,5.0,,,,,Jakarta - FB Marketplace,Wanokuni,POS Indonesia,3.0
532,533,2018/03/14,5:25:02,Dusty Warn,49701-2000,T-Shirt,,20.0,,,,,,Rizal,,3.0
533,534,2018/03/17,13:09:21,Hyacinthia Kinahan,55154-6264,T-Shirt,,16.0,,26.0,,,,Rizal,Shopee Express,4.0
534,535,2018/03/16,18:16:41,Carolan Klimmek,0378-2920,Oversized T-Shirt,,15.0,,34.0,,,Jakarta - Whatsapp,Nami,Shopee Express,3.0
535,536,2018/03/24,16:43:03,Buddy Cronchey,55312-163,Oversized T-Shirt,,2.0,,31.0,,,Tangerang - Tiktok,Jeff,,5.0
536,537,2018/03/22,13:29:49,Ulrikaumeko Dunican,50458-588,,,6.0,,30.0,,,Yogyakarta - Website,Abraham,Tiki,5.0
537,538,2018/03/09,6:23:20,June Kidstoun,49351-103,Cargo Pants,,9.0,,,,,Tangerang - Whatsapp,Rizal,Tiki,5.0
538,539,2018/03/22,15:37:43,Parker Sallowaye,49349-764,T-Shirt,,22.0,,,,,Bandung - Lazada,Mark,JNE,5.0
539,540,2018/03/30,13:05:13,Mackenzie Cuniam,51660-352,Oversized T-Shirt,,8.0,,,,,Bandung - Lazada,Wanokuni,POS Indonesia,3.0
540,541,2018/03/09,7:42:56,Ruby MacFadden,50865-688,Oversized T-Shirt,,18.0,,,,,Bogor - Tiktok,Nami,Shopee Express,4.0
541,542,2018/03/02,4:56:01,Benyamin Dericut,52125-794,,,10.0,,,,,Bandung - Shopee,Wanokuni,Shopee Express,1.0
542,543,2018/03/18,12:08:56,Ripley Adams,60681-3003,T-Shirt,,16.0,,,,,Tangerang - Website,Mark,Tiki,3.0
543,544,2018/03/22,14:42:43,Cello Langforth,10702-026,Oversized T-Shirt,,,,25.0,,,Yogyakarta - Shopee,Elon,SiCepat,5.0
544,545,2018/03/20,18:14:16,Adriane Skittrell,65903-186,Topi,,,,,,,Semarang - Tokopedia,Elon,JNT,1.0
545,546,2018/03/15,14:08:48,Martino Crease,55154-5868,Oversized T-Shirt,,11.0,,5.0,,,Bogor - Whatsapp,Mark,JNE,2.0
546,547,2018/03/13,2:36:36,Vanya Stut,49349-612,Oversized T-Shirt,,3.0,,,,,Yogyakarta - Website,Wanokuni,JNT,1.0
547,548,2018/03/28,1:37:53,Kelila Decourt,50436-3155,T-Shirt,,17.0,,,,,Bogor - Lazada,Wanokuni,,5.0
548,549,2018/03/21,13:34:02,Kalli Dunnan,0186-4040,Parka Jackets,,6.0,,30.0,,,Semarang - Lazada,Nami,Shopee Express,2.0
549,550,2018/03/04,7:51:05,Shanan McNeachtain,67296-0567,T-Shirt,,10.0,,9.0,,,Tangerang - Shopee,Elon,Shopee Express,2.0
550,551,2018/03/17,4:08:12,Winne Prine,59779-098,T-Shirt,,10.0,,13.0,,,Bogor - Website,Nami,Tiki,2.0
551,552,2018/03/02,4:05:41,Darryl Housby,60429-155,Parka Jackets,,7.0,,,,,Yogyakarta - Lazada,Abraham,SiCepat,4.0
552,553,2018/03/12,9:47:58,Tait Downes,55316-090,Oversized T-Shirt,,13.0,,,,,Yogyakarta - Lazada,Abraham,,1.0
553,554,2018/03/08,3:33:04,Pietrek Melan,54868-0538,Oversized T-Shirt,,16.0,,10.0,,,Bali - Lazada,Nami,JNT,
554,555,2018/03/17,17:57:03,Sybilla Casiero,0517-3050,Parka Jackets,,4.0,,13.0,,,,Abraham,POS Indonesia,3.0
555,556,2018/03/18,7:58:21,Laird Sidery,68151-4760,T-Shirt,,23.0,,,,,Tangerang - Tokopedia,Elon,Tiki,4.0
556,557,2018/03/08,1:24:53,Cyndy McCafferty,68084-466,Oversized T-Shirt,,4.0,,,,,Yogyakarta - FB Marketplace,Jeff,Tiki,1.0
557,558,2018/03/10,8:11:38,Arlena Hackley,0781-5189,Mug,,10.0,,,,,,Jeff,JNE,
558,559,2018/03/26,4:19:33,Jeralee Renzullo,50844-619,Parka Jackets,,7.0,,,,,Bogor - Whatsapp,Wanokuni,Wahana,
559,560,2018/03/21,16:03:47,Joellen Corzor,48951-4103,Parka Jackets,,12.0,,,,,Bali - FB Marketplace,Abraham,POS Indonesia,1.0
560,561,2018/03/11,5:34:49,Gipsy Marchetti,10019-636,Mug,,14.0,,,,,Yogyakarta - FB Marketplace,Elon,POS Indonesia,2.0
561,562,2018/03/23,13:59:26,Malva Daniel,0143-9877,Oversized T-Shirt,,5.0,,27.0,,,Bogor - Instagram,Rizal,SiCepat,3.0
562,563,2018/03/22,17:55:44,Loren Prenty,35573-006,Sweater,,7.0,,19.0,,,Yogyakarta - Website,Nami,Shopee Express,4.0
563,564,2018/03/08,16:36:19,Minnnie Headey,54157-102,Oversized T-Shirt,,7.0,,,,,Bogor - Lazada,Wanokuni,Wahana,2.0
